ticker,avg_price,avg_volume,avg_dollar_volume,tier,round_trip_cost
AEO,24.237999979654948,11844403.333333334,285134729.67430115,large,0.001
AEON,0.8245333353678386,162425.13333333333,138634.95108912786,penny,0.03
AEP,116.8086669921875,3064648.066666667,357440032.1262319,large,0.001
AER,139.0720001220703,1531795.0,212736805.90873718,large,0.001
AERT,0.5755799929300944,158592.73333333334,92038.67534236908,penny,0.03
AES,13.843999989827473,6824741.6,94442723.95183437,mid,0.003
AESI,9.702666664123536,2261983.7333333334,22150063.235048167,mid,0.003
AETH,39.02329330444336,2410.866666666667,92882.40573069254,illiquid,0.02
AEVA,13.999333381652832,2193360.7333333334,31525091.126552835,mid,0.003
AEYE,12.425333277384441,64204.066666666666,801523.2735747655,illiquid,0.02
AFB,10.811428478785924,138874.64285714287,1501463.9805412292,small,0.008
AFBI,20.118666712443034,2170.6666666666665,43376.74654388428,illiquid,0.02
AFCG,3.0186666806538898,301281.93333333335,932158.2749542713,penny,0.03
AFG,135.01200154622396,398445.06666666665,53784754.33607585,mid,0.003
AFGB,21.80273323059082,12553.866666666667,273198.03488311765,illiquid,0.02
AFGC,19.020066452026366,13999.533333333333,266320.2643194834,illiquid,0.02
AFGD,21.010393397013345,10923.866666666667,229430.7635266622,illiquid,0.02
AFGE,17.00933329264323,7728.333333333333,131592.2168159485,illiquid,0.02
AFIX,25.245785440717423,1307.142857142857,32950.44937133789,illiquid,0.02
AFJK,25.694866561889647,579999.0666666667,45272789.679792024,mid,0.003
AFJKU,23.14866695404053,1107.6,38078.200747172035,illiquid,0.02
AFK,25.28866678873698,60222.666666666664,1524233.41133372,small,0.008
AFL,109.35799967447916,2382360.0,260768271.96543375,large,0.001
AFLG,39.279133860270186,77734.53333333334,3057960.593748474,small,0.008
AFMC,34.67146708170573,10675.266666666666,369827.1799509684,illiquid,0.02
AFOS,33.62689387003581,4017.733333333333,134982.24880930583,illiquid,0.02
AFRI,10.613999938964843,18152.733333333334,192968.56486428579,illiquid,0.02
AFRM,69.63233337402343,5302984.066666666,372074606.2765549,large,0.001
AFSC,31.321039962768555,900.2666666666667,28361.953854878742,illiquid,0.02
AFSM,33.20686696370443,41641.86666666667,1376138.398115031,small,0.008
AFYA,14.743333435058593,73400.0,1080316.271425883,small,0.008
AG,15.707333183288574,21284078.933333334,335732907.24443233,large,0.001
AGAE,0.3671933313210805,1406237.6,508648.74524641037,penny,0.03
AGCO,106.37066752115885,778758.3333333334,82778588.47831726,mid,0.003
AGD,11.489999961853027,89379.4,1028692.0469290415,small,0.008
AGEM,37.91461334228516,6684.533333333334,253995.78190612793,illiquid,0.02
AGEN,3.9766667048136393,475494.4,1884084.8347030005,penny,0.03
AGG,100.11333312988282,8197931.0,820631529.6941096,large,0.001
AGGA,25.350333658854165,9972.666666666666,252521.06006495157,illiquid,0.02
AGGH,20.795000076293945,106696.0,2218534.4592666626,small,0.008
AGGS,41.58193359375,399.8,16609.596889750163,illiquid,0.02
AGGY,44.177467091878256,50266.933333333334,2220659.2788594565,small,0.008
AGH,4.223333358764648,51992.0,225599.14756234488,penny,0.03
AGI,37.002000427246095,2118701.6666666665,78581622.28457768,mid,0.003
AGIG,1.85600000222524,490502.26666666666,911991.2002933661,penny,0.03
AGIO,27.109333419799803,1210607.3333333333,32759536.869878132,mid,0.003
AGIX,36.535380045572914,24413.6,891514.703008016,illiquid,0.02
AGL,0.6773866732915242,7775466.933333334,5266093.055640761,penny,0.03
AGM,177.39642769949776,75001.35714285714,13345722.213220868,mid,0.003
AGMH,2.8173333168029786,37114.73333333333,106155.25353738466,penny,0.03
AGMI,62.12791976928711,2693.266666666667,169017.45736338297,illiquid,0.02
AGNC,10.433999888102214,17005224.133333333,177662135.919722,large,0.001
AGNCL,24.84006665547689,11464.0,284280.40581766766,illiquid,0.02
AGNCM,24.650066630045572,20779.333333333332,511930.53702163696,illiquid,0.02
AGNCN,25.527866490681966,28196.133333333335,720480.9329696655,illiquid,0.02
AGNCO,25.338666915893555,21055.933333333334,532942.1757977804,illiquid,0.02
AGNCP,24.96299997965495,35598.0,888115.6199544271,illiquid,0.02
AGNG,36.09079360961914,15725.333333333334,566563.3284250895,illiquid,0.02
AGO,89.8414284842355,284065.78571428574,25565836.66237804,mid,0.003
AGOX,29.80373344421387,26426.2,789026.7978588104,illiquid,0.02
AGPU,5.490666675567627,49191.26666666667,259773.6396223386,illiquid,0.02
AGQ,122.61666564941406,4443620.133333334,549233703.0679117,large,0.001
AGQI,16.37653325398763,10692.2,175227.73743273417,illiquid,0.02
AGRH,26.162333297729493,306.73333333333335,8027.680726114909,illiquid,0.02
AGRO,7.90533332824707,1537610.2,11651217.044442812,mid,0.003
AGRW,30.310571261814662,235.71428571428572,7128.792803628104,illiquid,0.02
AGX,335.3057163783482,457580.9285714286,151441748.8860539,large,0.001
AGYS,124.02999986921039,133435.57142857142,16502308.744544983,mid,0.003
AGZ,110.31759948730469,12454.333333333334,1374072.1996078491,small,0.008
AGZD,22.507706705729166,40014.6,900366.6663768769,illiquid,0.02
AHCO,9.875333340962728,1066942.8666666667,10630248.221478526,mid,0.003
AHG,1.3687333424886068,4852.533333333334,6568.1654468218485,penny,0.03
AHH,6.753333346048991,1003674.5333333333,6751206.122360484,small,0.008
AHL,37.039999898274736,174502.0,6464128.995427449,small,0.008
AHLT,25.935066604614256,8537.133333333333,220082.96818504334,illiquid,0.02
AHR,48.90066655476888,2019606.6,98052381.24750671,mid,0.003
AHT,3.572000026702881,584347.0666666667,2389153.226003297,penny,0.03
AHYB,46.66973368326823,8610.333333333334,401051.3976465861,illiquid,0.02
AI,14.918666712443034,5944542.133333334,89267371.70837046,mid,0.003
AIA,95.49933319091797,307801.3333333333,28686111.223968506,mid,0.003
AIBD,7.424666690826416,65146.066666666666,489500.1260752996,illiquid,0.02
AIBU,52.711533610026045,20997.6,1103877.156817627,small,0.008
AIEQ,45.12722676595052,3584.6,161787.66818618774,illiquid,0.02
AIFD,37.528892517089844,10590.0,397937.71233876544,illiquid,0.02
AIFF,1.5860000054041545,113054.6,179710.56802968978,penny,0.03
AIFU,2.8576666990915935,4160.2,11706.396470038097,penny,0.03
AIG,80.38866678873698,5599689.533333333,456304365.49434817,large,0.001
AIHS,1.2846666733423868,33339.4,43514.57751844724,penny,0.03
AII,20.288666661580404,167716.2,3394639.6698348997,small,0.008
AIIO,0.5709266742070516,6096789.8,3768824.252705405,penny,0.03
AIM,1.4260466734568278,58875.0,84733.73786747456,penny,0.03
AIMD,2.1920000235239665,27921.666666666668,63465.8844546477,penny,0.03
AIN,49.74066721598307,351197.93333333335,17558960.125461325,mid,0.003
AINP,25.315933227539062,4453.533333333334,112715.07309265136,illiquid,0.02
AIO,22.962666829427082,76821.8,1757193.6480075836,small,0.008
AIOT,5.150666681925456,1179488.8,6102482.795601908,small,0.008
AIP,16.56933339436849,728727.2666666667,12454765.36744569,mid,0.003
AIPI,41.46933339436849,151595.8,6283698.688048808,small,0.008
AIPO,23.056000010172525,172904.73333333334,3953188.000100454,small,0.008
AIQ,50.66399993896484,1262390.6666666667,63947306.80256144,mid,0.003
AIR,82.33199869791666,295984.06666666665,24361497.4368159,mid,0.003
AIRE,0.5031733393669129,2708286.933333333,1371952.348983105,penny,0.03
AIRG,3.996666765213013,30820.666666666668,123227.2899239858,penny,0.03
AIRI,2.946666685740153,25626.266666666666,75550.62875642776,penny,0.03
AIRJ,3.134666681289673,398709.6666666667,1253857.5134117603,penny,0.03
AIRO,8.71033328374227,566360.6,4924821.0089433035,small,0.008
AIRR,99.43066660563152,595839.1333333333,59264078.353823856,mid,0.003
AIRS,2.938999970753988,637521.9333333333,1874313.0880342007,penny,0.03
AIRT,19.739230962900017,1615.3846153846155,31496.923813453086,illiquid,0.02
AIRTP,19.70392840249198,1121.4285714285713,21960.3572845459,illiquid,0.02
AIS,37.03466618855794,58012.73333333333,2139097.7526456197,small,0.008
AISP,3.3853333314259846,613740.7333333333,2052249.553965346,penny,0.03
AIT,259.028573172433,274778.28571428574,71217821.07246616,mid,0.003
AIV,5.65133326848348,1673073.9333333333,9465810.847418087,small,0.008
AIVC,67.95320078531901,2491.266666666667,169654.33445688884,illiquid,0.02
AIVI,51.48411305745443,1980.7333333333333,102421.50038528442,illiquid,0.02
AIVL,114.70740102132162,2089.9333333333334,239623.78994852703,illiquid,0.02
AIXC,2.5306666533152264,133573.2,342729.9096378008,penny,0.03
AIXI,0.622299995024999,184593.93333333332,111744.20532730222,penny,0.03
AIYY,19.46533342997233,78112.46666666666,1526066.3811625163,small,0.008
AIZ,227.3679992675781,326274.0,74341387.62445068,mid,0.003
AIZN,19.707866541544597,21045.733333333334,414761.1577952067,illiquid,0.02
AJG,246.14000047956193,1577299.7857142857,388940954.48200226,large,0.001
AKA,11.600200017293295,11657.8,130958.493044281,illiquid,0.02
AKAF,29.52857153756278,100.0,2944.971411568778,illiquid,0.02
AKAM,86.74599914550781,2393157.466666667,207246090.69157,large,0.001
AKAN,0.8726599971453349,10041399.6,8806249.685132941,penny,0.03
AKBA,1.5946666717529296,3096398.066666667,4905393.590011795,penny,0.03
AKR,19.998666763305664,1223956.7333333334,24449080.39082985,mid,0.003
AKTX,0.3522000014781952,2970247.6,913360.8762149096,penny,0.03
AL,64.035999806722,1668749.2,106879184.93642375,large,0.001
ALAB,155.75633544921874,6166997.4,953744333.618278,large,0.001
ALAI,36.769499969482425,68121.53333333334,2493268.8229479473,small,0.008
ALAR,8.1153333346049,89707.66666666667,733345.4063162804,illiquid,0.02
ALB,130.18600107828777,3046415.6,394426364.37611693,large,0.001
ALBT,1.3176666855812074,211718.73333333334,243653.12768981457,penny,0.03
ALC,79.24933319091797,1386565.9333333333,109865455.07844849,large,0.001
ALCO,36.94000026157924,36033.642857142855,1334888.865775517,small,0.008
ALCY,11.75142867224557,835.7142857142857,9867.499937329974,illiquid,0.02
ALCYU,11.399999618530273,0.0,0.0,illiquid,0.02
ALDF,10.492866516113281,7297.4,76590.65866355896,illiquid,0.02
ALDFU,10.556666819254557,21.8,230.83666598002117,illiquid,0.02
ALDX,4.883999967575074,1866266.1333333333,9228719.40182031,penny,0.03
ALEC,1.3046666701634726,1679577.2666666666,2199137.5478961864,penny,0.03
ALEX,18.338000106811524,1864722.6,37747112.154938,mid,0.003
ALF,10.626780001322429,62672.2,665486.2229159038,illiquid,0.02
ALFUU,10.890000343322754,7.142857142857143,77.78571673801967,illiquid,0.02
ALG,168.56133219401042,116946.73333333334,19855648.920339964,mid,0.003
ALGM,27.56966641743978,2032466.0666666667,55557495.690765254,mid,0.003
ALGN,158.13933207194012,1343971.5333333334,212242687.4853882,large,0.001
ALGS,10.700333340962727,81093.46666666666,897139.4521055857,illiquid,0.02
ALGT,82.32866719563802,318799.26666666666,26368605.10831553,mid,0.003
ALHC,19.518666585286457,2539165.066666667,49652644.66493835,mid,0.003
ALIL,29.331899897257486,6598.533333333334,192545.72524032593,illiquid,0.02
ALIT,2.141333293914795,15657804.333333334,33392050.6844155,penny,0.03
ALK,48.81533330281575,3692766.466666667,180024031.86143824,large,0.001
ALKS,28.82285717555455,1691112.7142857143,48672501.367571965,mid,0.003
ALKT,21.694000244140625,1315380.8666666667,28411810.41769651,mid,0.003
ALL,206.78133239746094,1585490.6666666667,327630001.40718585,large,0.001
ALLE,161.6580017089844,850044.3333333334,137059075.42185974,large,0.001
ALLO,1.4546666622161866,2306429.8666666667,3364848.051243655,penny,0.03
ALLR,1.1403333266576132,153913.33333333334,174229.19883410135,penny,0.03
ALLT,9.488666598002116,365915.4666666667,3488262.808173879,small,0.008
ALLW,28.753333536783853,251990.66666666666,7247354.142674764,small,0.008
ALLY,43.34933293660482,3181178.8,138706442.84392956,large,0.001
ALM,7.197333335876465,3313337.7333333334,24283250.24815623,mid,0.003
ALMS,10.12266664505005,1375111.3333333333,14227463.358743668,mid,0.003
ALMU,15.812999979654949,319003.5333333333,5138063.168455632,small,0.008
ALNT,54.636000315348305,175463.06666666668,9584582.40410614,small,0.008
ALNY,426.5433329264323,1274181.0666666667,537796250.8203614,large,0.001
ALOT,7.542142765862601,33021.92857142857,255665.29015881676,illiquid,0.02
ALRG,27.676500047956193,692.8571428571429,19117.914390563965,illiquid,0.02
ALRM,52.167999776204425,398059.4666666667,20763203.394924928,mid,0.003
ALRS,22.658000055948893,89343.66666666667,2040372.7024606068,small,0.008
ALSN,94.8519999186198,1106688.0,105428076.60780843,large,0.001
ALT,5.215333398183187,3644066.4,19084248.125900522,mid,0.003
ALTG,5.079333305358887,224148.8,1158241.233320109,small,0.008
ALTI,4.6173333644866945,192177.33333333334,906129.7967704138,penny,0.03
ALTL,43.186466979980466,13148.533333333333,568027.3507670085,illiquid,0.02
ALTO,2.5946666399637857,1521300.8,4024661.8664754233,penny,0.03
ALTS,1.49399999777476,3520025.7333333334,5228470.949406735,penny,0.03
ALTY,11.967499987284343,23395.6,279823.8365421295,illiquid,0.02
ALUR,1.5926666657129924,58039.666666666664,91988.76689227422,penny,0.03
ALV,119.02999986921039,538092.7857142857,64068192.99648775,mid,0.003
ALVO,5.183333333333334,645083.8,3296862.6279339152,small,0.008
ALX,215.39666646321615,53139.933333333334,11476911.199495442,mid,0.003
ALXO,1.4086666742960612,203806.6,285636.9752300819,penny,0.03
ALZN,2.1533333619435626,44728.933333333334,96194.63045434952,penny,0.03
AM,18.077333196004233,2378548.6666666665,43075136.734575905,mid,0.003
AMAL,31.44333330790202,149686.06666666668,4725482.544840749,small,0.008
AMAT,262.6699981689453,6444931.666666667,1692354794.3477376,large,0.001
AMAX,8.019813346862794,52500.4,419930.4793780009,illiquid,0.02
AMBA,73.73733317057291,936722.3333333334,68716816.5102412,mid,0.003
AMBO,4.011400000254313,16970.2,70848.12118617694,penny,0.03
AMBP,3.9826667149861654,1143935.2666666666,4589427.582572269,penny,0.03
AMBQ,27.812000020345053,80208.73333333334,2235547.8211185457,small,0.008
AMBR,1.7553333361943564,480104.06666666665,974714.8608235121,penny,0.03
AMC,2.1713333129882812,18514525.666666668,39368589.39075605,penny,0.03
AMCI,8.355599943796793,13827863.2,142517457.9568409,large,0.001
AMCR,8.3293332417806,17703959.666666668,147347642.7981046,large,0.001
AMCX,9.43933334350586,379160.2,3607413.386641248,small,0.008
AMD,214.4239990234375,29094355.266666666,6233084439.471204,large,0.001
AMDD,9.604199918111165,3411700.7333333334,33037274.337185223,mid,0.003
AMDG,29.964986928304036,72035.4,2135795.064138031,small,0.008
AMDL,15.832666778564453,7433546.6,117842762.15543346,large,0.001
AMDY,38.81399993896484,276844.4666666667,10726314.960795848,mid,0.003
AME,199.8220001220703,1370936.3333333333,274446868.9900665,large,0.001
AMG,272.4921395438058,395050.78571428574,108132241.9774061,large,0.001
AMGN,328.3226684570312,2774586.1333333333,909275257.5981445,large,0.001
AMH,31.294666544596353,2929024.6,91470753.36193542,mid,0.003
AMID,34.21939366658528,9276.0,316722.4665578206,illiquid,0.02
AMIX,0.7980533440907797,292928.86666666664,222535.90931989352,penny,0.03
AMJB,30.294666798909507,42325.2,1280865.6388371785,small,0.008
AMKR,42.333333333333336,3962391.7333333334,168753960.80461732,large,0.001
AMLP,47.44333318074544,1403171.8666666667,66536048.17926941,mid,0.003
AMLX,13.389333279927571,1137057.1333333333,14975929.644825108,mid,0.003
AMN,16.357857159205846,936141.6428571428,15263305.0854202,mid,0.003
AMOD,0.6785133361816407,696748.0666666667,493297.77773996594,penny,0.03
AMOM,48.49068654378255,4847.933333333333,235305.83091786702,illiquid,0.02
AMP,479.0959981282552,601929.5333333333,290494945.97517496,large,0.001
AMPG,3.2353333314259847,365064.5333333333,1192823.7718681335,penny,0.03
AMPGW,0.16942857312304632,7128.571428571428,1232.2214329881328,penny,0.03
AMPH,26.423333358764648,371884.6666666667,9800575.325589499,small,0.008
AMPL,11.025666745503743,997819.5333333333,11073827.963086255,mid,0.003
AMPX,10.923999913533528,5058580.266666667,54779115.74188105,mid,0.003
AMPY,5.212666670481364,632174.2,3319497.5741502126,small,0.008
AMR,180.61599833170573,286973.4666666667,52744846.19223836,mid,0.003
AMRC,32.23999989827474,501880.2,16133083.206302388,mid,0.003
AMRN,14.945333353678386,84553.53333333334,1252132.967727534,small,0.008
AMRX,12.216000111897786,1973024.6666666667,24104478.36225319,mid,0.003
AMRZ,53.93333333333333,4688661.466666667,253773458.96811524,large,0.001
AMS,2.0946666399637857,12078.333333333334,25379.166575272877,penny,0.03
AMSC,31.59142862047468,782713.2142857143,24619772.9988575,mid,0.003
AMSF,38.93066635131836,186871.6,7237991.096661377,small,0.008
AMST,2.413266674677531,16389.2,39694.67756525675,penny,0.03
AMT,178.86500004359655,3374587.3571428573,604426297.3411418,large,0.001
AMTB,19.845333353678384,206991.0,4111527.714862188,small,0.008
